Text,Tokenized,Cleaned_Tokens,Sentiment
god bless beautiful lady,"['god', 'bless', 'beautiful', 'lady']","['god', 'bless', 'beautiful', 'lady']",3
wonderful opportunity ask private room chemo stage 4 blood cancer immune system totally depleted 0 neutrophils granulocytes low leukocytes chemo treatments yet go chemo infusions texas oncology clinic one wears mask expected sit general waiting room crammed full people wear masks crammed smaller infusion room sitting elbow elbow people getting fluids iron infusions one wearing mask including oncology nurses rest staff totally mind boggling time feel unprotected unsafe go oncology clinic cancer treatments,"['wonderful', 'opportunity', 'ask', 'private', 'room', 'chemo', 'stage', 'blood', 'cancer', 'immune', 'system', 'totally', 'depleted', 'neutrophils', 'granulocytes', 'low', 'leukocytes', 'chemo', 'treatments', 'yet', 'go', 'chemo', 'infusions', 'texas', 'oncology', 'clinic', 'one', 'wears', 'mask', 'expected', 'sit', 'general', 'waiting', 'room', 'crammed', 'full', 'people', 'wear', 'masks', 'crammed', 'smaller', 'infusion', 'room', 'sitting', 'elbow', 'elbow', 'people', 'getting', 'fluids', 'iron', 'infusions', 'one', 'wearing', 'mask', 'including', 'oncology', 'nurses', 'rest', 'staff', 'totally', 'mind', 'boggling', 'time', 'feel', 'unprotected', 'unsafe', 'go', 'oncology', 'clinic', 'cancer', 'treatments']","['wonderful', 'opportunity', 'ask', 'private', 'room', 'chemo', 'stage', 'blood', 'cancer', 'immune', 'system', 'totally', 'depleted', 'neutrophil', 'granulocyte', 'low', 'leukocyte', 'chemo', 'treatment', 'yet', 'chemo', 'infusion', 'texas', 'oncology', 'clinic', 'one', 'wear', 'mask', 'expected', 'sit', 'general', 'waiting', 'room', 'crammed', 'full', 'people', 'wear', 'mask', 'crammed', 'smaller', 'infusion', 'room', 'sitting', 'elbow', 'elbow', 'people', 'getting', 'fluid', 'iron', 'infusion', 'one', 'wearing', 'mask', 'including', 'oncology', 'nurse', 'rest', 'staff', 'totally', 'mind', 'boggling', 'time', 'feel', 'unprotected', 'unsafe', 'oncology', 'clinic', 'cancer', 'treatment']",2
12 rounds extreme chemo last year year chemo help im targeted therapy infusion every 2 weeks till end,"['12', 'rounds', 'extreme', 'chemo', 'last', 'year', 'year', 'chemo', 'help', 'im', 'targeted', 'therapy', 'infusion', 'every', 'weeks', 'till', 'end']","['round', 'extreme', 'chemo', 'last', 'year', 'year', 'chemo', 'help', 'targeted', 'therapy', 'infusion', 'every', 'week', 'till', 'end']",0
nikola tesla right https youtu mbl9ps6gmda,"['nikola', 'tesla', 'right', 'https', 'youtu', 'mbl9ps6gmda']","['nikola', 'tesla', 'right', 'http', 'youtu', 'mbl9ps6gmda']",2
cancer,['cancer'],['cancer'],1
soo proud,"['soo', 'proud']","['soo', 'proud']",3
feel pain,"['feel', 'pain']","['feel', 'pain']",1
quick note yuck taste saline flush australia use pre drawn syringes saline often see american canadian videos draw saline ampoules seems plastic leech saline much asked heaps patients 1 said strange taste subtle theory pre drawn saline absorbs little bit stuff syringe plastic gives adult taste,"['quick', 'note', 'yuck', 'taste', 'saline', 'flush', 'australia', 'use', 'pre', 'drawn', 'syringes', 'saline', 'often', 'see', 'american', 'canadian', 'videos', 'draw', 'saline', 'ampoules', 'seems', 'plastic', 'leech', 'saline', 'much', 'asked', 'heaps', 'patients', 'said', 'strange', 'taste', 'subtle', 'theory', 'pre', 'drawn', 'saline', 'absorbs', 'little', 'bit', 'stuff', 'syringe', 'plastic', 'gives', 'adult', 'taste']","['quick', 'note', 'yuck', 'taste', 'saline', 'flush', 'australia', 'use', 'pre', 'drawn', 'syrinx', 'saline', 'often', 'see', 'american', 'canadian', 'video', 'draw', 'saline', 'ampoule', 'seems', 'plastic', 'leech', 'saline', 'much', 'asked', 'heap', 'patient', 'said', 'strange', 'taste', 'subtle', 'theory', 'pre', 'drawn', 'saline', 'absorbs', 'little', 'bit', 'stuff', 'syringe', 'plastic', 'give', 'adult', 'taste']",1
different process work australia essential parts sending lots love good energy rest journey,"['different', 'process', 'work', 'australia', 'essential', 'parts', 'sending', 'lots', 'love', 'good', 'energy', 'rest', 'journey']","['different', 'process', 'work', 'australia', 'essential', 'part', 'sending', 'lot', 'love', 'good', 'energy', 'rest', 'journey']",2
right nothing nasty tasting chemical tasting saline taste never forget also fortunate ability request room infusions clinic chairs slammed close together elbow elbow top texas one believes wearing masks even oncology clinic immunocompromised cancer patients cancer patients guest required wear mask either,"['right', 'nothing', 'nasty', 'tasting', 'chemical', 'tasting', 'saline', 'taste', 'never', 'forget', 'also', 'fortunate', 'ability', 'request', 'room', 'infusions', 'clinic', 'chairs', 'slammed', 'close', 'together', 'elbow', 'elbow', 'top', 'texas', 'one', 'believes', 'wearing', 'masks', 'even', 'oncology', 'clinic', 'cancer', 'patients', 'cancer', 'patients', 'guest', 'required', 'wear', 'mask', 'either']","['right', 'nothing', 'nasty', 'tasting', 'chemical', 'tasting', 'saline', 'taste', 'never', 'forget', 'also', 'fortunate', 'ability', 'request', 'room', 'infusion', 'clinic', 'chair', 'slammed', 'close', 'together', 'elbow', 'elbow', 'top', 'texas', 'one', 'belief', 'wearing', 'mask', 'even', 'oncology', 'clinic', 'cancer', 'patient', 'cancer', 'patient', 'guest', 'required', 'wear', 'mask', 'either']",1
god please help girl jesus name amen,"['god', 'please', 'help', 'girl', 'jesus', 'name', 'amen']","['god', 'please', 'help', 'girl', 'jesus', 'name', 'amen']",1
spero sei guarita,"['spero', 'sei', 'guarita']","['spero', 'sei', 'guarita']",1
wish could afford md anderson die wishing,"['wish', 'could', 'afford', 'md', 'anderson', 'die', 'wishing']","['wish', 'could', 'afford', 'anderson', 'die', 'wishing']",1
chemo toxic poison,"['chemo', 'toxic', 'poison']","['chemo', 'toxic', 'poison']",1
seek experience healing grace jesus hun,"['seek', 'experience', 'healing', 'grace', 'jesus', 'hun']","['seek', 'experience', 'healing', 'grace', 'jesus', 'hun']",1
look laetrile mebendazole ivermectin heard lot people beating cancer medicines,"['look', 'laetrile', 'mebendazole', 'ivermectin', 'heard', 'lot', 'people', 'beating', 'cancer', 'medicines']","['look', 'laetrile', 'mebendazole', 'ivermectin', 'heard', 'lot', 'people', 'beating', 'cancer', 'medicine']",1
hello health wish speedy recovery drug available states treatment cancer chemotherapy treatment chemotherapy heard immunotherapy treatments hospitals provide treatments also age play important factor,"['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'available', 'states', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'immunotherapy', 'treatments', 'hospitals', 'provide', 'treatments', 'also', 'age', 'play', 'important', 'factor']","['hello', 'health', 'wish', 'speedy', 'recovery', 'drug', 'available', 'state', 'treatment', 'cancer', 'chemotherapy', 'treatment', 'chemotherapy', 'heard', 'immunotherapy', 'treatment', 'hospital', 'provide', 'treatment', 'also', 'age', 'play', 'important', 'factor']",2
ur health wish speedy recovery,"['ur', 'health', 'wish', 'speedy', 'recovery']","['health', 'wish', 'speedy', 'recovery']",1
fuk fuk fuk cancer,"['fuk', 'fuk', 'fuk', 'cancer']","['fuk', 'fuk', 'fuk', 'cancer']",1
found cancer feeds sugar,"['found', 'cancer', 'feeds', 'sugar']","['found', 'cancer', 'feed', 'sugar']",1
found cancer um chemo going home jesus,"['found', 'cancer', 'um', 'chemo', 'going', 'home', 'jesus']","['found', 'cancer', 'chemo', 'going', 'home', 'jesus']",1
dad went first chemo infusion adriamycin cytoxan bad effects afterwards rest treatments switched taxol middle chemo treatments sister went first one went back time treatment moffitt tampa blood draw doctor visit infusion later day went hard rock casino played around 4 months chemo lumpectomy 37 radiation treatments dancing ned full 7 years stage 2b triple negative diagnosed 41 actually moffitt today survivorship visit hang ladies,"['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effects', 'afterwards', 'rest', 'treatments', 'switched', 'taxol', 'middle', 'chemo', 'treatments', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'months', 'chemo', 'lumpectomy', '37', 'radiation', 'treatments', 'dancing', 'ned', 'full', 'years', 'stage', '2b', 'triple', 'negative', 'diagnosed', '41', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'ladies']","['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effect', 'afterwards', 'rest', 'treatment', 'switched', 'taxol', 'middle', 'chemo', 'treatment', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'month', 'chemo', 'lumpectomy', 'radiation', 'treatment', 'dancing', 'ned', 'full', 'year', 'stage', 'triple', 'negative', 'diagnosed', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'lady']",1
chemo leaves toxic waste body please drink lot kangen water detox,"['chemo', 'leaves', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']","['chemo', 'leaf', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']",0
guanabana 1000 times better chemo chemo 3 success rate complete scam,"['guanabana', '1000', 'times', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']","['guanabana', '1000', 'time', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']",2
may god bless sweetie praying amen,"['may', 'god', 'bless', 'sweetie', 'praying', 'amen']","['may', 'god', 'bless', 'sweetie', 'praying', 'amen']",1
hope well 3,"['hope', 'well']","['hope', 'well']",1
wish better health,"['wish', 'better', 'health']","['wish', 'better', 'health']",2
red lady death 2003 hodgkin unfortunately getting via iv line arm got picc hickman hope cured,"['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'iv', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']","['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']",0
jesus christ love,"['jesus', 'christ', 'love']","['jesus', 'christ', 'love']",2
best thing drink,"['best', 'thing', 'drink']","['best', 'thing', 'drink']",3
never appointment doctor life 42 yrs believe diet reason every health issues eat foods comes directly nature without human interference like wild berries fruits roots meat wild animals etc hope live upto 80 yrs die natural death never visit doctor health issues take natural medicinal herbs etc proven effective far passed ancestors promised never hospital bed autopsy die want body polluted artificial human medications surgery come nature return natural means,"['never', 'appointment', 'doctor', 'life', '42', 'yrs', 'believe', 'diet', 'reason', 'every', 'health', 'issues', 'eat', 'foods', 'comes', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berries', 'fruits', 'roots', 'meat', 'wild', 'animals', 'etc', 'hope', 'live', 'upto', '80', 'yrs', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issues', 'take', 'natural', 'medicinal', 'herbs', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestors', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medications', 'surgery', 'come', 'nature', 'return', 'natural', 'means']","['never', 'appointment', 'doctor', 'life', 'believe', 'diet', 'reason', 'every', 'health', 'issue', 'eat', 'food', 'come', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berry', 'fruit', 'root', 'meat', 'wild', 'animal', 'etc', 'hope', 'live', 'upto', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issue', 'take', 'natural', 'medicinal', 'herb', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestor', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medication', 'surgery', 'come', 'nature', 'return', 'natural', 'mean']",1
absolute warrior,"['absolute', 'warrior']","['absolute', 'warrior']",2
god bless,"['god', 'bless']","['god', 'bless']",1
light,['light'],['light'],2
please research high dose intravenous vitamin turkey tail mushroom soursop tea well wishes ted stamet dr thomas levy,"['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wishes', 'ted', 'stamet', 'dr', 'thomas', 'levy']","['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wish', 'ted', 'stamet', 'thomas', 'levy']",2
know alkaline diet basische ernährung alkaline diet alkalino food basische ernährung sorry bad destiny even good looking women happen alkaline diet basische ernährung opinion good health school medicin bad say proof alkaline food helpful,"['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'women', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']","['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'woman', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']",1
starting journey scared core yu inspiration girl got,"['starting', 'journey', 'scared', 'core', 'yu', 'inspiration', 'girl', 'got']","['starting', 'journey', 'scared', 'core', 'inspiration', 'girl', 'got']",1
omg beautiful brave strong pray,"['omg', 'beautiful', 'brave', 'strong', 'pray']","['omg', 'beautiful', 'brave', 'strong', 'pray']",2
praying healing everyone try cannabis oil thc cancer worm medicine pigs dogs kill cancer amen,"['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pigs', 'dogs', 'kill', 'cancer', 'amen']","['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pig', 'dog', 'kill', 'cancer', 'amen']",1
oh girl remember red devil chemo horrible cry sit toilet nausea horrible fatigue survivor stage 3 like breast cancer estrogen positive 4 years survivor,"['oh', 'girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'years', 'survivor']","['girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'year', 'survivor']",0
abbraccio grande,"['abbraccio', 'grande']","['abbraccio', 'grande']",1
survive,['survive'],['survive'],1
husband 5th round chemo prostrate cancer hard watch go know hes gonna come know,"['husband', '5th', 'round', 'chemo', 'prostrate', 'cancer', 'hard', 'watch', 'go', 'know', 'hes', 'gonna', 'come', 'know']","['husband', '5th', 'round', 'chemo', 'prostrate', 'cancer', 'hard', 'watch', 'know', 'gonna', 'come', 'know']",0
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']","['glad', 'meet', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'folarin']",2
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']","['glad', 'meet', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'folarin']",2
