data,tokens
comment: i battled with cancer for long and then i came across a herbal doctor ozuka who helped me get cured after i used his herbal supplements which he sent me after asking for his help,"['comment', 'battle', 'cancer', 'long', 'come', 'across', 'herbal', 'doctor', 'ozuka', 'help', 'get', 'cure', 'use', 'herbal', 'supplement', 'send', 'ask', 'help']"
comment: my anty has breast cancer but its  so pain and so expensive but god gonna solves all the problems,"['comment', 'anty', 'breast', 'cancer', 'pain', 'expensive', 'god', 'gon', 'na', 'solve', 'problems']"
comment: nah but who dislikes these videos 🤨,"['comment', 'nah', 'dislike', 'videos']"
comment: abortion the dead babies revenge breast cancer,"['comment', 'abortion', 'dead', 'baby', 'revenge', 'breast', 'cancer']"
comment: bro people dislike anything,"['comment', 'bro', 'people', 'dislike', 'anything']"
comment: so sad,"['comment', 'sad']"
comment: i just found out that my mother has a lump that shes going to get checked tomorrow im only  but im prepping myself for the worst my family is incapable of paying for treatment so im probably gonna have to sacrifice college but itll be worth it im sending out hugs and support to everyone who is being affected by breast cancer directly or indirectly and i give my condolences to those who have had their loved ones pass youre all so strong,"['comment', 'find', 'mother', 'lump', 'shes', 'go', 'get', 'check', 'tomorrow', 'im', 'im', 'prepping', 'worst', 'family', 'incapable', 'pay', 'treatment', 'im', 'probably', 'gon', 'na', 'sacrifice', 'college', 'itll', 'worth', 'im', 'send', 'hug', 'support', 'everyone', 'affect', 'breast', 'cancer', 'directly', 'indirectly', 'give', 'condolences', 'love', 'ones', 'pass', 'youre', 'strong']"
comment: grab a large speaker and let the vibration target the cancer condition httpsyoutubexsjodto,"['comment', 'grab', 'large', 'speaker', 'let', 'vibration', 'target', 'cancer', 'condition', 'httpsyoutubexsjodto']"
comment: hello thereget your genuine herbal remedies from dr egwali herbal home httpswwwfacebookcomdregwaliherbalspellhome,"['comment', 'hello', 'thereget', 'genuine', 'herbal', 'remedy', 'dr', 'egwali', 'herbal', 'home', 'httpswwwfacebookcomdregwaliherbalspellhome']"
comment: thats crazy i dont care,"['comment', 'thats', 'crazy', 'dont', 'care']"
comment: i survived breast cancer,"['comment', 'survive', 'breast', 'cancer']"
comment: hello team thank you for spreading the message im working on spreading a new one next month and thought to use the first few seconds in my video hope you dont mind that,"['comment', 'hello', 'team', 'thank', 'spread', 'message', 'im', 'work', 'spread', 'new', 'one', 'next', 'month', 'think', 'use', 'first', 'second', 'video', 'hope', 'dont', 'mind']"
comment: pray for my sister friend,"['comment', 'pray', 'sister', 'friend']"
comment: didnt ask  ratio,"['comment', 'didnt', 'ask', 'ratio']"
comment: need to speak to you,"['comment', 'need', 'speak']"
comment: hi need to speak to i’ve stage  so i hope you reach back to me thank you,"['comment', 'hi', 'need', 'speak', 'stage', 'hope', 'reach', 'back', 'thank']"
comment: didnt like it,"['comment', 'didnt', 'like']"
comment: bro who dislikes these videos,"['comment', 'bro', 'dislike', 'videos']"
comment: plz pray for my mom  she cant wake also,"['comment', 'plz', 'pray', 'mom', 'cant', 'wake', 'also']"
comment: disliked,"['comment', 'dislike']"
comment: terrible vid 🤮,"['comment', 'terrible', 'vid']"
comment: what about children who are starving from malnutrition,"['comment', 'children', 'starve', 'malnutrition']"
comment: youngboy better,"['comment', 'youngboy', 'better']"
comment: this video doesn’t help it’s getting a dislike,"['comment', 'video', 'help', 'get', 'dislike']"
comment: you all need to read the dr gersons book,"['comment', 'need', 'read', 'dr', 'gersons', 'book']"
comment: sofaygo better feel offratio,"['comment', 'sofaygo', 'better', 'feel', 'offratio']"
comment: i have a lump on my left side iam  yrs old i went to my dr yesterday and she was concerned the look on her face she got me in to get a mammogram and ultrasound for next week please pray for me iam scared,"['comment', 'lump', 'leave', 'side', 'iam', 'yrs', 'old', 'go', 'dr', 'yesterday', 'concern', 'look', 'face', 'get', 'get', 'mammogram', 'ultrasound', 'next', 'week', 'please', 'pray', 'iam', 'scar']"
comment: my mother is suffering from stage  breast cancer  please please pray for her,"['comment', 'mother', 'suffer', 'stage', 'breast', 'cancer', 'please', 'please', 'pray']"
comment: thank you,"['comment', 'thank']"
comment: i didliked,"['comment', 'didliked']"
comment: how i was treated from cancer by the help of dr abdul,"['comment', 'treat', 'cancer', 'help', 'dr', 'abdul']"
comment: fast recory to everybody who had battle todaygod is god my strenght now was the psalm  my sister inlaw also diagnosed cm breast cancer tomorrow will be her chemolet us unite and have firm faith to our almighty god to accompy as in this batlle that victorious had already served us,"['comment', 'fast', 'recory', 'everybody', 'battle', 'todaygod', 'god', 'strenght', 'psalm', 'sister', 'inlaw', 'also', 'diagnose', 'cm', 'breast', 'cancer', 'tomorrow', 'chemolet', 'us', 'unite', 'firm', 'faith', 'almighty', 'god', 'accompy', 'batlle', 'victorious', 'already', 'serve', 'us']"
"comment: special thanks to god almighty for using dr osuma on youtube channel to clear my doubts and bringing me back to my normal healthy life againcancer is a deadly disease which i have never thought of getting cured from and im so excited to share with everyone this great testimony about the perfect work of dr osuma in my life and with the help of his natural herbs to fight against cancer
thank so much dr osuma you can reach out to him on youtube by searching dr osuma","['comment', 'special', 'thank', 'god', 'almighty', 'use', 'dr', 'osuma', 'youtube', 'channel', 'clear', 'doubt', 'bring', 'back', 'normal', 'healthy', 'life', 'againcancer', 'deadly', 'disease', 'never', 'think', 'get', 'cure', 'im', 'excite', 'share', 'everyone', 'great', 'testimony', 'perfect', 'work', 'dr', 'osuma', 'life', 'help', 'natural', 'herbs', 'fight', 'cancer', 'thank', 'much', 'dr', 'osuma', 'reach', 'youtube', 'search', 'dr', 'osuma']"
"comment: my name is sunli gandhi  dr harvey is the only  herbal doctor who could ever get my hiv cured with his herbal products i have tried almost everything but i couldn’t find any solution for the virus despite all these happening to me i always spend a lot of money to buy hiv drugs and other supplements to keep me healthy and taking several medications until one day i was just surfing through youtube  when i came across a great post from anita who said that she was diagnosed with hiv and was healed through the help of this great herbal supplements of dr harvey sometimes i really wonder why people call him the  great drharvey i never knew it was all because of the great and perfect work that he has been doing so i quickly contacted him and told him everything happening to me and he asked me a few questions and he said something i will never forget that anyone who contacts him is always getting hisher cure within a few weeks after doing all he asks them to do so i was amazed all the time i heard that from him so i did everything he said only to see that at the very day which he said i will be cured and should go for a test to confirm my status i went to hospital for the final test and the doctor after running the test said im hiv negative wow im very amazed and happy about this cure i have really gone through so much pain and tears for this drharvey cured me with the help of his natural herbsif you have anybody going through this same situation or any kind of cancers or diseases at all contact dr harvey today he cures them all save a life today you can contact drharvey via emaildrharveyphytotherapyyahoocom
whatsapp‪‪  ‑‬","['comment', 'name', 'sunli', 'gandhi', 'dr', 'harvey', 'herbal', 'doctor', 'could', 'ever', 'get', 'hiv', 'cure', 'herbal', 'products', 'try', 'almost', 'everything', 'find', 'solution', 'virus', 'despite', 'happen', 'always', 'spend', 'lot', 'money', 'buy', 'hiv', 'drug', 'supplement', 'keep', 'healthy', 'take', 'several', 'medications', 'one', 'day', 'surf', 'youtube', 'come', 'across', 'great', 'post', 'anita', 'say', 'diagnose', 'hiv', 'heal', 'help', 'great', 'herbal', 'supplement', 'dr', 'harvey', 'sometimes', 'really', 'wonder', 'people', 'call', 'great', 'drharvey', 'never', 'know', 'great', 'perfect', 'work', 'quickly', 'contact', 'tell', 'everything', 'happen', 'ask', 'question', 'say', 'something', 'never', 'forget', 'anyone', 'contact', 'always', 'get', 'hisher', 'cure', 'within', 'weeks', 'ask', 'amaze', 'time', 'hear', 'everything', 'say', 'see', 'day', 'say', 'cure', 'go', 'test', 'confirm', 'status', 'go', 'hospital', 'final', 'test', 'doctor', 'run', 'test', 'say', 'im', 'hiv', 'negative', 'wow', 'im', 'amaze', 'happy', 'cure', 'really', 'go', 'much', 'pain', 'tear', 'drharvey', 'cure', 'help', 'natural', 'herbsif', 'anybody', 'go', 'situation', 'kind', 'cancers', 'diseases', 'contact', 'dr', 'harvey', 'today', 'cure', 'save', 'life', 'today', 'contact', 'drharvey', 'via', 'emaildrharveyphytotherapyyahoocom']"
comment: please pray for my mom 🥺,"['comment', 'please', 'pray', 'mom']"
comment: plz pray to my bestie too,"['comment', 'plz', 'pray', 'bestie']"
comment: all thanks to dr aba for curing me from breast cancer am forever grateful ………,"['comment', 'thank', 'dr', 'aba', 'cure', 'breast', 'cancer', 'forever', 'grateful']"
comment: hi everyone i want to recommend dr ifa to you all his  the best herbal doctor i ever known his medicine can cure epilepsycancer hpv hsv  and so onvisit his website to get your cure todayhttpsdrifahomecentrejimdositecom he got rid of my cancer permanently after all the fake medication reach him through gmaildrifahomegmailcom,"['comment', 'hi', 'everyone', 'want', 'recommend', 'dr', 'ifa', 'best', 'herbal', 'doctor', 'ever', 'know', 'medicine', 'cure', 'epilepsycancer', 'hpv', 'hsv', 'onvisit', 'website', 'get', 'cure', 'todayhttpsdrifahomecentrejimdositecom', 'get', 'rid', 'cancer', 'permanently', 'fake', 'medication', 'reach', 'gmaildrifahomegmailcom']"
"comment: how my husband was cured from pancreatic cancer
my husbands first symptom was pain right below the breast bone he had also been on the atkins diet and while he wasnt faithful to it the weight just kept peeling off we realized later it was due to the cancer soon he had trouble eating anything without increased pain below breast bone but turning yellow overnight was the symptom that led to visit to dr he also started having greasy floating bowel movements when he was diagnosed it was already stage  the cancer already in lymph node and liverwe tried diffrent drugs and treatment but it was still not workingwe spent alot of money on the process still no changes untill a friend of mine advised us to try harbal medicineshe told me about dr harvey and how he has been curing people from cancer and other deadly diseases with his herbal productsso we quickly contacted him and explain everythig to him and he assured us that his herbal products can cure my husband so we purchased it and used it according to his priscriptions after  days my husband went for a test and there was no trace of any cancer in his systemit was really a miracle am so happy about this all thanks to dr harvey if you have any semilar cases or anyone you know kindly contact dr harvey now via his emaildrharveyphytotherapyyahoocom or whatsapp save a life today","['comment', 'husband', 'cure', 'pancreatic', 'cancer', 'husband', 'first', 'symptom', 'pain', 'right', 'breast', 'bone', 'also', 'atkins', 'diet', 'wasnt', 'faithful', 'weight', 'keep', 'peel', 'realize', 'later', 'due', 'cancer', 'soon', 'trouble', 'eat', 'anything', 'without', 'increase', 'pain', 'breast', 'bone', 'turn', 'yellow', 'overnight', 'symptom', 'lead', 'visit', 'dr', 'also', 'start', 'greasy', 'float', 'bowel', 'movements', 'diagnose', 'already', 'stage', 'cancer', 'already', 'lymph', 'node', 'liverwe', 'try', 'diffrent', 'drug', 'treatment', 'still', 'workingwe', 'spend', 'alot', 'money', 'process', 'still', 'change', 'untill', 'friend', 'mine', 'advise', 'us', 'try', 'harbal', 'medicineshe', 'tell', 'dr', 'harvey', 'cure', 'people', 'cancer', 'deadly', 'diseases', 'herbal', 'productsso', 'quickly', 'contact', 'explain', 'everythig', 'assure', 'us', 'herbal', 'products', 'cure', 'husband', 'purchase', 'use', 'accord', 'priscriptions', 'days', 'husband', 'go', 'test', 'trace', 'cancer', 'systemit', 'really', 'miracle', 'happy', 'thank', 'dr', 'harvey', 'semilar', 'case', 'anyone', 'know', 'kindly', 'contact', 'dr', 'harvey', 'via', 'emaildrharveyphytotherapyyahoocom', 'whatsapp', 'save', 'life', 'today']"
