Text,Tokenized,Processed_Text
dad went first chemo infusion adriamycin cytoxan bad effects afterwards rest treatments switched taxol middle chemo treatments sister went first one went back time treatment moffitt tampa blood draw doctor visit infusion later day went hard rock casino played around 4 months chemo lumpectomy 37 radiation treatments dancing ned full 7 years stage 2b triple negative diagnosed 41 actually moffitt today survivorship visit hang ladies,"['dad', 'went', 'first', 'chemo', 'infusion', 'adriamycin', 'cytoxan', 'bad', 'effects', 'afterwards', 'rest', 'treatments', 'switched', 'taxol', 'middle', 'chemo', 'treatments', 'sister', 'went', 'first', 'one', 'went', 'back', 'time', 'treatment', 'moffitt', 'tampa', 'blood', 'draw', 'doctor', 'visit', 'infusion', 'later', 'day', 'went', 'hard', 'rock', 'casino', 'played', 'around', 'months', 'chemo', 'lumpectomy', '37', 'radiation', 'treatments', 'dancing', 'ned', 'full', 'years', 'stage', '2b', 'triple', 'negative', 'diagnosed', '41', 'actually', 'moffitt', 'today', 'survivorship', 'visit', 'hang', 'ladies']",dad went first chemo infusion adriamycin cytoxan bad effects afterwards rest treatments switched taxol middle chemo treatments sister went first one went back time treatment moffitt tampa blood draw doctor visit infusion later day went hard rock casino played around months chemo lumpectomy 37 radiation treatments dancing ned full years stage 2b triple negative diagnosed 41 actually moffitt today survivorship visit hang ladies
chemo leaves toxic waste body please drink lot kangen water detox,"['chemo', 'leaves', 'toxic', 'waste', 'body', 'please', 'drink', 'lot', 'kangen', 'water', 'detox']",chemo leaves toxic waste body please drink lot kangen water detox
guanabana 1000 times better chemo chemo 3 success rate complete scam,"['guanabana', '1000', 'times', 'better', 'chemo', 'chemo', 'success', 'rate', 'complete', 'scam']",guanabana 1000 times better chemo chemo success rate complete scam
may god bless sweetie praying amen,"['may', 'god', 'bless', 'sweetie', 'praying', 'amen']",may god bless sweetie praying amen
hope well 3,"['hope', 'well']",hope well
wish better health,"['wish', 'better', 'health']",wish better health
red lady death 2003 hodgkin unfortunately getting via iv line arm got picc hickman hope cured,"['red', 'lady', 'death', '2003', 'hodgkin', 'unfortunately', 'getting', 'via', 'iv', 'line', 'arm', 'got', 'picc', 'hickman', 'hope', 'cured']",red lady death 2003 hodgkin unfortunately getting via iv line arm got picc hickman hope cured
jesus christ love,"['jesus', 'christ', 'love']",jesus christ love
best thing drink,"['best', 'thing', 'drink']",best thing drink
never appointment doctor life 42 yrs believe diet reason every health issues eat foods comes directly nature without human interference like wild berries fruits roots meat wild animals etc hope live upto 80 yrs die natural death never visit doctor health issues take natural medicinal herbs etc proven effective far passed ancestors promised never hospital bed autopsy die want body polluted artificial human medications surgery come nature return natural means,"['never', 'appointment', 'doctor', 'life', '42', 'yrs', 'believe', 'diet', 'reason', 'every', 'health', 'issues', 'eat', 'foods', 'comes', 'directly', 'nature', 'without', 'human', 'interference', 'like', 'wild', 'berries', 'fruits', 'roots', 'meat', 'wild', 'animals', 'etc', 'hope', 'live', 'upto', '80', 'yrs', 'die', 'natural', 'death', 'never', 'visit', 'doctor', 'health', 'issues', 'take', 'natural', 'medicinal', 'herbs', 'etc', 'proven', 'effective', 'far', 'passed', 'ancestors', 'promised', 'never', 'hospital', 'bed', 'autopsy', 'die', 'want', 'body', 'polluted', 'artificial', 'human', 'medications', 'surgery', 'come', 'nature', 'return', 'natural', 'means']",never appointment doctor life 42 yrs believe diet reason every health issues eat foods comes directly nature without human interference like wild berries fruits roots meat wild animals etc hope live upto 80 yrs die natural death never visit doctor health issues take natural medicinal herbs etc proven effective far passed ancestors promised never hospital bed autopsy die want body polluted artificial human medications surgery come nature return natural means
absolute warrior,"['absolute', 'warrior']",absolute warrior
god bless,"['god', 'bless']",god bless
light,['light'],light
please research high dose intravenous vitamin turkey tail mushroom soursop tea well wishes ted stamet dr thomas levy,"['please', 'research', 'high', 'dose', 'intravenous', 'vitamin', 'turkey', 'tail', 'mushroom', 'soursop', 'tea', 'well', 'wishes', 'ted', 'stamet', 'dr', 'thomas', 'levy']",please research high dose intravenous vitamin turkey tail mushroom soursop tea well wishes ted stamet dr thomas levy
know alkaline diet basische ernährung alkaline diet alkalino food basische ernährung sorry bad destiny even good looking women happen alkaline diet basische ernährung opinion good health school medicin bad say proof alkaline food helpful,"['know', 'alkaline', 'diet', 'basische', 'ernährung', 'alkaline', 'diet', 'alkalino', 'food', 'basische', 'ernährung', 'sorry', 'bad', 'destiny', 'even', 'good', 'looking', 'women', 'happen', 'alkaline', 'diet', 'basische', 'ernährung', 'opinion', 'good', 'health', 'school', 'medicin', 'bad', 'say', 'proof', 'alkaline', 'food', 'helpful']",know alkaline diet basische ernährung alkaline diet alkalino food basische ernährung sorry bad destiny even good looking women happen alkaline diet basische ernährung opinion good health school medicin bad say proof alkaline food helpful
starting journey scared core yu inspiration girl got,"['starting', 'journey', 'scared', 'core', 'yu', 'inspiration', 'girl', 'got']",starting journey scared core yu inspiration girl got
omg beautiful brave strong pray,"['omg', 'beautiful', 'brave', 'strong', 'pray']",omg beautiful brave strong pray
praying healing everyone try cannabis oil thc cancer worm medicine pigs dogs kill cancer amen,"['praying', 'healing', 'everyone', 'try', 'cannabis', 'oil', 'thc', 'cancer', 'worm', 'medicine', 'pigs', 'dogs', 'kill', 'cancer', 'amen']",praying healing everyone try cannabis oil thc cancer worm medicine pigs dogs kill cancer amen
oh girl remember red devil chemo horrible cry sit toilet nausea horrible fatigue survivor stage 3 like breast cancer estrogen positive 4 years survivor,"['oh', 'girl', 'remember', 'red', 'devil', 'chemo', 'horrible', 'cry', 'sit', 'toilet', 'nausea', 'horrible', 'fatigue', 'survivor', 'stage', 'like', 'breast', 'cancer', 'estrogen', 'positive', 'years', 'survivor']",oh girl remember red devil chemo horrible cry sit toilet nausea horrible fatigue survivor stage like breast cancer estrogen positive years survivor
abbraccio grande,"['abbraccio', 'grande']",abbraccio grande
survive,['survive'],survive
husband 5th round chemo prostrate cancer hard watch go know hes gonna come know,"['husband', '5th', 'round', 'chemo', 'prostrate', 'cancer', 'hard', 'watch', 'go', 'know', 'hes', 'gonna', 'come', 'know']",husband 5th round chemo prostrate cancer hard watch go know hes gonna come know
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']",glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']",glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin
glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin,"['glad', 'meet', 'dr', 'folarin', 'saved', 'brother', 'life', 'god', 'bless', 'brother', 'free', 'cancer', 'permanent', 'treatment', 'thank', 'dr', 'folarin']",glad meet dr folarin saved brother life god bless brother free cancer permanent treatment thank dr folarin
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']",suffering cancer meet dr folarin helped right treatment living good life
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']",suffering cancer meet dr folarin helped right treatment living good life
suffering cancer meet dr folarin helped right treatment living good life,"['suffering', 'cancer', 'meet', 'dr', 'folarin', 'helped', 'right', 'treatment', 'living', 'good', 'life']",suffering cancer meet dr folarin helped right treatment living good life
mit chemotherapie werden jedes jahr tausende menschen umgebracht im ersten weltkrieg hieß senfgas wo tausende menschen umgebracht worden bei der chemotherapie rollt der rubel für die schulmediziner wie können gifte die einen gesunden menschen krank machen einen kranken menschen gesund machen völlig unlogisch schulmedizin hat mit logik nichts zu tun die meisten krebspatienten sterben nicht krebs sondern der schulmedizinischen behandlung nur die klassische naturheilkunde kann krebspatienten heilen,"['mit', 'chemotherapie', 'werden', 'jedes', 'jahr', 'tausende', 'menschen', 'umgebracht', 'im', 'ersten', 'weltkrieg', 'hieß', 'senfgas', 'wo', 'tausende', 'menschen', 'umgebracht', 'worden', 'bei', 'der', 'chemotherapie', 'rollt', 'der', 'rubel', 'für', 'die', 'schulmediziner', 'wie', 'können', 'gifte', 'die', 'einen', 'gesunden', 'menschen', 'krank', 'machen', 'einen', 'kranken', 'menschen', 'gesund', 'machen', 'völlig', 'unlogisch', 'schulmedizin', 'hat', 'mit', 'logik', 'nichts', 'zu', 'tun', 'die', 'meisten', 'krebspatienten', 'sterben', 'nicht', 'krebs', 'sondern', 'der', 'behandlung', 'nur', 'die', 'klassische', 'naturheilkunde', 'kann', 'krebspatienten', 'heilen']",mit chemotherapie werden jedes jahr tausende menschen umgebracht im ersten weltkrieg hieß senfgas wo tausende menschen umgebracht worden bei der chemotherapie rollt der rubel für die schulmediziner wie können gifte die einen gesunden menschen krank machen einen kranken menschen gesund machen völlig unlogisch schulmedizin hat mit logik nichts zu tun die meisten krebspatienten sterben nicht krebs sondern der behandlung nur die klassische naturheilkunde kann krebspatienten heilen
господи что происходит почему болеют такие молодые,"['господи', 'что', 'происходит', 'почему', 'болеют', 'такие', 'молодые']",господи что происходит почему болеют такие молодые
8833,['8833'],8833
300,['300'],300
black seed oil dr schulze superfood plus,"['black', 'seed', 'oil', 'dr', 'schulze', 'superfood', 'plus']",black seed oil dr schulze superfood plus
prayers healing,"['prayers', 'healing']",prayers healing
pray lord healed jesus name thank almighty god amen,"['pray', 'lord', 'healed', 'jesus', 'name', 'thank', 'almighty', 'god', 'amen']",pray lord healed jesus name thank almighty god amen
hi pretty strong ya really brave,"['hi', 'pretty', 'strong', 'ya', 'really', 'brave']",hi pretty strong ya really brave
friend cancer free 4 years tests negative recurrence cancer yet called clinic infusions month month year year whyyyy grandpa cancer 1940s chemo lived cancer free another 30 years ex husband cancer 1976 chemo radiation cancer free alive day 47 years later detect scam going,"['friend', 'cancer', 'free', 'years', 'tests', 'negative', 'recurrence', 'cancer', 'yet', 'called', 'clinic', 'infusions', 'month', 'month', 'year', 'year', 'whyyyy', 'grandpa', 'cancer', '1940s', 'chemo', 'lived', 'cancer', 'free', 'another', '30', 'years', 'ex', 'husband', 'cancer', '1976', 'chemo', 'radiation', 'cancer', 'free', 'alive', 'day', '47', 'years', 'later', 'detect', 'scam', 'going']",friend cancer free years tests negative recurrence cancer yet called clinic infusions month month year year whyyyy grandpa cancer 1940s chemo lived cancer free another 30 years ex husband cancer 1976 chemo radiation cancer free alive day 47 years later detect scam going
kindly read joe dispenza buk going pray tonight okay,"['kindly', 'read', 'joe', 'dispenza', 'buk', 'going', 'pray', 'tonight', 'okay']",kindly read joe dispenza buk going pray tonight okay
one cares cancer cancer fake even real stop posting,"['one', 'cares', 'cancer', 'cancer', 'fake', 'even', 'real', 'stop', 'posting']",one cares cancer cancer fake even real stop posting
lol first time see chemo meds injected syringe usually done machine regulates dosage even mechanical regulator,"['lol', 'first', 'time', 'see', 'chemo', 'meds', 'injected', 'syringe', 'usually', 'done', 'machine', 'regulates', 'dosage', 'even', 'mechanical', 'regulator']",lol first time see chemo meds injected syringe usually done machine regulates dosage even mechanical regulator
